id,maint,doors,persons,lugboot,safety,buying
1649,low,3,2,small,med,low
1650,low,3,2,small,high,low
1651,low,3,2,med,low,low
1652,low,3,2,med,med,low
1653,low,3,2,med,high,low
1654,low,3,2,big,low,low
1655,low,3,2,big,med,low
1656,low,3,2,big,high,low
1657,low,3,4,small,low,low
1658,low,3,4,small,med,low
1659,low,3,4,small,high,low
1660,low,3,4,med,low,low
1661,low,3,4,med,med,low
1662,low,3,4,med,high,low
1663,low,3,4,big,low,low
1664,low,3,4,big,med,low
1665,low,3,4,big,high,low
1666,low,3,more,small,low,low
1667,low,3,more,small,med,low
1668,low,3,more,small,high,low
1669,low,3,more,med,low,low
1670,low,3,more,med,med,low
1671,low,3,more,med,high,low
1672,low,3,more,big,low,low
1673,low,3,more,big,med,low
1674,low,3,more,big,high,low
1675,low,4,2,small,low,low
1676,low,4,2,small,med,low
1677,low,4,2,small,high,low
1678,low,4,2,med,low,low
1679,low,4,2,med,med,low
1680,low,4,2,med,high,low
1681,low,4,2,big,low,low
1682,low,4,2,big,med,low
1683,low,4,2,big,high,low
1684,low,4,4,small,low,low
1685,low,4,4,small,med,low
1686,low,4,4,small,high,low
1687,low,4,4,med,low,low
1688,low,4,4,med,med,low
1689,low,4,4,med,high,low
1690,low,4,4,big,low,low
1691,low,4,4,big,med,low
1692,low,4,4,big,high,low
1693,low,4,more,small,low,low
1694,low,4,more,small,med,low
1695,low,4,more,small,high,low
1696,low,4,more,med,low,low
1697,low,4,more,med,med,low
1698,low,4,more,med,high,low
1699,low,4,more,big,low,low
1700,low,4,more,big,med,low
1701,low,4,more,big,high,low
1702,low,morethanfive,2,small,low,low
1703,low,morethanfive,2,small,med,low
1704,low,morethanfive,2,small,high,low
1705,low,morethanfive,2,med,low,low
1706,low,morethanfive,2,med,med,low
1707,low,morethanfive,2,med,high,low
1708,low,morethanfive,2,big,low,low
1709,low,morethanfive,2,big,med,low
1710,low,morethanfive,2,big,high,low
1711,low,morethanfive,4,small,low,low
1712,low,morethanfive,4,small,med,low
1713,low,morethanfive,4,small,high,low
1714,low,morethanfive,4,med,low,low
1715,low,morethanfive,4,med,med,low
1716,low,morethanfive,4,med,high,low
1717,low,morethanfive,4,big,low,low
1718,low,morethanfive,4,big,med,low
1719,low,morethanfive,4,big,high,low
1720,low,morethanfive,more,small,low,low
1721,low,morethanfive,more,small,med,low
1722,low,morethanfive,more,small,high,low
1723,low,morethanfive,more,med,low,low
1724,low,morethanfive,more,med,med,low
1725,low,morethanfive,more,med,high,low
1726,low,morethanfive,more,big,low,low
1727,low,morethanfive,more,big,med,low
1728,low,morethanfive,more,big,high,low
