,Checking_account_status,Duration_months,Credit_history,Purpose,Credit_amount,Savings_account_or_bonds,Present_employment_since,Installment_rate,Personal_status,Other_debtors,Present_residence_since,Property,Age_years,Other_installment_plans,Housing,Number_existing_credits,Job,Number_people_liable,Telephone,Foreign_worker,Label
278,greater_than200,12,delay_in_paying_off,car_(new),2247,less_than100,1equalsless_than_and_less_than4,2,female-divorced/separated/married,none,2,car_or_other,36,stores,own,2,skilled_employee/official,1,yes,no,good
279,no_checking_account,6,existing_dues_cleared_for_now,furniture/equipment,1766,less_than100,1equalsless_than_and_less_than4,1,male-married/widowed,none,2,building_society/savings_agreement/life_insurance,21,none,rent,1,skilled_employee/official,1,no,no,good
280,less_than0,18,existing_dues_cleared_for_now,furniture/equipment,2473,less_than100,unemployed,4,male-single,none,1,car_or_other,25,none,own,1,unemployed/unskilled-non_resident,1,no,no,bad
281,no_checking_account,18,critical_account,car_(used),3850,less_than100,4equalsless_than_and_less_than7,3,male-single,none,1,car_or_other,27,none,own,2,skilled_employee/official,1,no,no,good
282,less_than0,36,existing_dues_cleared_for_now,furniture/equipment,3446,less_than100,greater_than7,4,male-single,none,2,car_or_other,42,none,own,1,skilled_employee/official,2,no,no,bad
283,0equalsless_than_and_less_than200,18,existing_dues_cleared_for_now,furniture/equipment,3001,less_than100,4equalsless_than_and_less_than7,2,female-divorced/separated/married,none,4,real_estate,40,none,rent,1,skilled_employee/official,1,no,no,good
284,no_checking_account,36,existing_dues_cleared_for_now,car_(new),3079,unknown_or_no_savings_account,1equalsless_than_and_less_than4,4,male-single,none,4,real_estate,36,none,own,1,skilled_employee/official,1,no,no,good
285,no_checking_account,18,critical_account,radio/television,6070,less_than100,greater_than7,3,male-single,none,4,car_or_other,33,none,own,2,skilled_employee/official,1,yes,no,good
286,no_checking_account,60,critical_account,car_(new),13756,unknown_or_no_savings_account,greater_than7,2,male-single,none,4,unknown/no_property,63,bank,for_free,1,management/self-employed/highly_qualified/officer,1,yes,no,good
287,less_than0,48,all_dues_atbank_cleared,business,7685,less_than100,4equalsless_than_and_less_than7,2,female-divorced/separated/married,guarantor,4,car_or_other,37,none,rent,1,skilled_employee/official,1,no,no,bad
288,0equalsless_than_and_less_than200,36,existing_dues_cleared_for_now,car_(new),14318,less_than100,greater_than7,4,male-single,none,2,unknown/no_property,57,none,for_free,1,management/self-employed/highly_qualified/officer,1,yes,no,bad
289,no_checking_account,6,critical_account,car_(new),362,100equalsless_than_and_less_than500,1equalsless_than_and_less_than4,4,female-divorced/separated/married,none,4,car_or_other,52,none,own,2,unskilled-resident,1,no,no,good
290,less_than0,20,existing_dues_cleared_for_now,furniture/equipment,2212,unknown_or_no_savings_account,4equalsless_than_and_less_than7,4,male-single,none,4,car_or_other,39,none,own,1,skilled_employee/official,1,yes,no,good
291,0equalsless_than_and_less_than200,18,existing_dues_cleared_for_now,car_(used),12976,less_than100,unemployed,3,female-divorced/separated/married,none,4,unknown/no_property,38,none,for_free,1,management/self-employed/highly_qualified/officer,1,yes,no,bad
292,greater_than200,12,existing_dues_cleared_for_now,car_(new),1330,less_than100,less_than1,4,male-single,none,1,real_estate,26,none,own,1,skilled_employee/official,1,no,no,good
293,no_checking_account,30,delay_in_paying_off,business,4272,100equalsless_than_and_less_than500,1equalsless_than_and_less_than4,2,male-single,none,2,building_society/savings_agreement/life_insurance,26,none,own,2,unskilled-resident,1,no,no,good
294,no_checking_account,18,critical_account,radio/television,2238,less_than100,1equalsless_than_and_less_than4,2,female-divorced/separated/married,none,1,car_or_other,25,none,own,2,skilled_employee/official,1,no,no,good
295,no_checking_account,18,existing_dues_cleared_for_now,radio/television,1126,unknown_or_no_savings_account,less_than1,4,female-divorced/separated/married,none,2,real_estate,21,none,rent,1,skilled_employee/official,1,yes,no,good
296,0equalsless_than_and_less_than200,18,critical_account,furniture/equipment,7374,less_than100,unemployed,4,male-single,none,4,building_society/savings_agreement/life_insurance,40,stores,own,2,management/self-employed/highly_qualified/officer,1,yes,no,good
297,no_checking_account,9,existing_dues_cleared_for_now,business,1449,less_than100,4equalsless_than_and_less_than7,3,female-divorced/separated/married,none,2,car_or_other,27,none,own,2,skilled_employee/official,1,no,no,good
298,no_checking_account,18,existing_dues_cleared_for_now,car_(new),1820,less_than100,1equalsless_than_and_less_than4,2,male-married/widowed,none,2,building_society/savings_agreement/life_insurance,30,none,own,1,management/self-employed/highly_qualified/officer,1,yes,no,good
299,0equalsless_than_and_less_than200,12,existing_dues_cleared_for_now,furniture/equipment,983,greater_than1000,less_than1,1,female-divorced/separated/married,none,4,real_estate,19,none,rent,1,unskilled-resident,1,no,no,good
300,less_than0,36,existing_dues_cleared_for_now,car_(new),3249,less_than100,4equalsless_than_and_less_than7,2,male-single,none,4,unknown/no_property,39,bank,for_free,1,management/self-employed/highly_qualified/officer,2,yes,no,good
301,less_than0,6,critical_account,radio/television,1957,less_than100,4equalsless_than_and_less_than7,1,female-divorced/separated/married,none,4,car_or_other,31,none,own,1,skilled_employee/official,1,no,no,good
302,no_checking_account,9,critical_account,furniture/equipment,2406,less_than100,unemployed,2,male-single,none,3,car_or_other,31,none,own,1,management/self-employed/highly_qualified/officer,1,no,no,good
303,0equalsless_than_and_less_than200,39,delay_in_paying_off,education,11760,100equalsless_than_and_less_than500,4equalsless_than_and_less_than7,2,male-single,none,3,unknown/no_property,32,none,rent,1,skilled_employee/official,1,yes,no,good
304,less_than0,12,existing_dues_cleared_for_now,furniture/equipment,2578,less_than100,unemployed,3,female-divorced/separated/married,none,4,unknown/no_property,55,none,for_free,1,management/self-employed/highly_qualified/officer,1,no,no,good
305,less_than0,36,critical_account,furniture/equipment,2348,less_than100,1equalsless_than_and_less_than4,3,male-married/widowed,none,2,building_society/savings_agreement/life_insurance,46,none,own,2,skilled_employee/official,1,yes,no,good
306,no_checking_account,24,critical_account,radio/television,1516,greater_than1000,1equalsless_than_and_less_than4,4,female-divorced/separated/married,none,1,real_estate,43,none,own,2,unskilled-resident,1,no,no,good
307,no_checking_account,18,existing_dues_cleared_for_now,radio/television,1473,less_than100,less_than1,3,male-married/widowed,none,4,real_estate,39,none,own,1,skilled_employee/official,1,yes,no,good
308,0equalsless_than_and_less_than200,18,critical_account,business,1887,unknown_or_no_savings_account,1equalsless_than_and_less_than4,4,male-married/widowed,none,4,real_estate,28,bank,own,2,skilled_employee/official,1,no,no,good
309,no_checking_account,24,delay_in_paying_off,business,8648,less_than100,less_than1,2,male-single,none,2,car_or_other,27,bank,own,2,skilled_employee/official,1,yes,no,bad
310,0equalsless_than_and_less_than200,18,delay_in_paying_off,car_(new),2899,unknown_or_no_savings_account,greater_than7,4,male-single,none,4,car_or_other,43,none,own,1,skilled_employee/official,2,no,no,good
311,0equalsless_than_and_less_than200,24,existing_dues_cleared_for_now,radio/television,2039,less_than100,less_than1,1,male-married/widowed,none,1,building_society/savings_agreement/life_insurance,22,none,own,1,skilled_employee/official,1,yes,no,bad
312,no_checking_account,24,critical_account,car_(used),2197,unknown_or_no_savings_account,4equalsless_than_and_less_than7,4,male-single,none,4,car_or_other,43,none,own,2,skilled_employee/official,2,yes,no,good
313,less_than0,15,existing_dues_cleared_for_now,radio/television,1053,less_than100,less_than1,4,male-married/widowed,none,2,real_estate,27,none,own,1,skilled_employee/official,1,no,yes,good
314,no_checking_account,24,existing_dues_cleared_for_now,radio/television,3235,500equalsless_than_and_less_than1000,greater_than7,3,male-divorced/separated,none,2,car_or_other,26,none,own,1,management/self-employed/highly_qualified/officer,1,yes,no,good
315,no_checking_account,33,critical_account,car_(used),7253,less_than100,4equalsless_than_and_less_than7,3,male-single,none,2,car_or_other,35,none,own,2,management/self-employed/highly_qualified/officer,1,yes,no,good
316,no_checking_account,12,critical_account,business,2292,less_than100,unemployed,4,male-single,none,2,car_or_other,42,stores,own,2,management/self-employed/highly_qualified/officer,1,yes,no,bad
317,no_checking_account,10,existing_dues_cleared_for_now,car_(new),1597,500equalsless_than_and_less_than1000,1equalsless_than_and_less_than4,3,male-single,none,2,unknown/no_property,40,none,rent,1,unskilled-resident,2,no,yes,good
318,less_than0,24,existing_dues_cleared_for_now,car_(new),1381,unknown_or_no_savings_account,1equalsless_than_and_less_than4,4,female-divorced/separated/married,none,2,building_society/savings_agreement/life_insurance,35,none,own,1,skilled_employee/official,1,no,no,bad
319,no_checking_account,36,critical_account,car_(used),5842,less_than100,greater_than7,2,male-single,none,2,building_society/savings_agreement/life_insurance,35,none,own,2,skilled_employee/official,2,yes,no,good
320,less_than0,12,existing_dues_cleared_for_now,car_(new),2579,less_than100,less_than1,4,male-single,none,1,real_estate,33,none,own,1,unskilled-resident,2,no,no,bad
321,no_checking_account,21,existing_dues_cleared_for_now,car_(new),2782,500equalsless_than_and_less_than1000,4equalsless_than_and_less_than7,1,female-divorced/separated/married,none,2,car_or_other,31,bank,own,1,management/self-employed/highly_qualified/officer,1,no,no,good
322,0equalsless_than_and_less_than200,18,existing_dues_cleared_for_now,car_(new),1042,unknown_or_no_savings_account,1equalsless_than_and_less_than4,4,female-divorced/separated/married,none,2,building_society/savings_agreement/life_insurance,33,none,own,1,skilled_employee/official,1,no,no,bad
323,no_checking_account,15,existing_dues_cleared_for_now,car_(new),3186,greater_than1000,4equalsless_than_and_less_than7,2,female-divorced/separated/married,none,3,car_or_other,20,none,rent,1,skilled_employee/official,1,no,no,good
324,0equalsless_than_and_less_than200,12,existing_dues_cleared_for_now,car_(used),2028,unknown_or_no_savings_account,1equalsless_than_and_less_than4,4,male-single,none,2,car_or_other,30,none,own,1,skilled_employee/official,1,no,no,good
325,0equalsless_than_and_less_than200,12,critical_account,car_(new),958,less_than100,4equalsless_than_and_less_than7,2,male-single,none,3,real_estate,47,none,own,2,unskilled-resident,2,no,no,good
326,no_checking_account,21,delay_in_paying_off,furniture/equipment,1591,100equalsless_than_and_less_than500,4equalsless_than_and_less_than7,4,male-single,none,3,real_estate,34,none,own,2,management/self-employed/highly_qualified/officer,1,no,no,good
327,0equalsless_than_and_less_than200,12,existing_dues_cleared_for_now,furniture/equipment,2762,unknown_or_no_savings_account,greater_than7,1,female-divorced/separated/married,none,2,building_society/savings_agreement/life_insurance,25,bank,own,1,skilled_employee/official,1,yes,no,bad
328,0equalsless_than_and_less_than200,18,existing_dues_cleared_for_now,car_(used),2779,less_than100,1equalsless_than_and_less_than4,1,male-married/widowed,none,3,car_or_other,21,none,rent,1,skilled_employee/official,1,yes,no,good
329,no_checking_account,28,critical_account,radio/television,2743,less_than100,greater_than7,4,male-single,none,2,car_or_other,29,none,own,2,skilled_employee/official,1,no,no,good
330,no_checking_account,9,existing_dues_cleared_for_now,furniture/equipment,1313,less_than100,greater_than7,1,male-single,none,4,car_or_other,20,none,own,1,skilled_employee/official,1,no,no,good
331,less_than0,18,critical_account,repairs,1190,less_than100,unemployed,2,female-divorced/separated/married,none,4,unknown/no_property,55,none,for_free,3,unemployed/unskilled-non_resident,2,no,no,bad
332,no_checking_account,5,existing_dues_cleared_for_now,business,3448,less_than100,4equalsless_than_and_less_than7,1,male-single,none,4,real_estate,74,none,own,1,unskilled-resident,1,no,no,good
333,0equalsless_than_and_less_than200,24,existing_dues_cleared_for_now,others,11328,less_than100,1equalsless_than_and_less_than4,2,male-single,co-applicant,3,car_or_other,29,bank,own,2,management/self-employed/highly_qualified/officer,1,yes,no,bad
334,less_than0,6,critical_account,furniture/equipment,1872,less_than100,unemployed,4,male-single,none,4,unknown/no_property,36,none,for_free,3,management/self-employed/highly_qualified/officer,1,yes,no,good
335,no_checking_account,24,critical_account,repairs,2058,less_than100,1equalsless_than_and_less_than4,4,male-divorced/separated,none,2,real_estate,33,none,own,2,skilled_employee/official,1,yes,no,good
336,less_than0,9,existing_dues_cleared_for_now,furniture/equipment,2136,less_than100,1equalsless_than_and_less_than4,3,male-single,none,2,real_estate,25,none,own,1,skilled_employee/official,1,no,no,good
337,0equalsless_than_and_less_than200,12,existing_dues_cleared_for_now,radio/television,1484,unknown_or_no_savings_account,1equalsless_than_and_less_than4,2,male-married/widowed,none,1,real_estate,25,none,own,1,skilled_employee/official,1,yes,no,bad
338,no_checking_account,6,existing_dues_cleared_for_now,repairs,660,500equalsless_than_and_less_than1000,4equalsless_than_and_less_than7,2,male-married/widowed,none,4,real_estate,23,none,rent,1,unskilled-resident,1,no,no,good
339,no_checking_account,24,critical_account,car_(new),1287,greater_than1000,greater_than7,4,female-divorced/separated/married,none,4,real_estate,37,none,own,2,skilled_employee/official,1,yes,no,good
340,less_than0,42,critical_account,repairs,3394,less_than100,unemployed,4,male-single,co-applicant,4,car_or_other,65,none,own,2,unemployed/unskilled-non_resident,1,no,no,good
341,greater_than200,12,all_dues_atbank_cleared,business,609,less_than100,less_than1,4,female-divorced/separated/married,none,1,real_estate,26,none,own,1,unemployed/unskilled-non_resident,1,no,no,bad
342,no_checking_account,12,existing_dues_cleared_for_now,car_(new),1884,less_than100,greater_than7,4,male-single,none,4,car_or_other,39,none,own,1,management/self-employed/highly_qualified/officer,1,yes,no,good
343,less_than0,12,existing_dues_cleared_for_now,furniture/equipment,1620,less_than100,1equalsless_than_and_less_than4,2,female-divorced/separated/married,co-applicant,3,building_society/savings_agreement/life_insurance,30,none,own,1,skilled_employee/official,1,no,no,good
344,0equalsless_than_and_less_than200,20,delay_in_paying_off,others,2629,less_than100,1equalsless_than_and_less_than4,2,male-single,none,3,car_or_other,29,bank,own,2,skilled_employee/official,1,yes,no,good
345,no_checking_account,12,existing_dues_cleared_for_now,education,719,less_than100,greater_than7,4,male-single,none,4,car_or_other,41,bank,own,1,unskilled-resident,2,no,no,bad
346,0equalsless_than_and_less_than200,48,critical_account,furniture/equipment,5096,less_than100,1equalsless_than_and_less_than4,2,female-divorced/separated/married,none,3,car_or_other,30,none,own,1,management/self-employed/highly_qualified/officer,1,yes,no,bad
347,no_checking_account,9,critical_account,education,1244,unknown_or_no_savings_account,greater_than7,4,female-divorced/separated/married,none,4,building_society/savings_agreement/life_insurance,41,none,rent,2,unskilled-resident,1,no,no,good
348,less_than0,36,existing_dues_cleared_for_now,car_(new),1842,less_than100,less_than1,4,female-divorced/separated/married,none,4,car_or_other,34,none,own,1,skilled_employee/official,1,yes,no,bad
349,greater_than200,12,existing_dues_cleared_for_now,furniture/equipment,1424,unknown_or_no_savings_account,greater_than7,3,female-divorced/separated/married,none,4,real_estate,55,none,own,1,management/self-employed/highly_qualified/officer,1,yes,no,good
350,no_checking_account,36,critical_account,car_(used),11054,unknown_or_no_savings_account,1equalsless_than_and_less_than4,4,male-single,none,2,car_or_other,30,none,own,1,management/self-employed/highly_qualified/officer,1,yes,no,good
351,no_checking_account,6,existing_dues_cleared_for_now,radio/television,518,less_than100,1equalsless_than_and_less_than4,3,female-divorced/separated/married,none,1,real_estate,29,none,own,1,skilled_employee/official,1,no,no,good
352,no_checking_account,12,none_taken/all_dues_cleared,furniture/equipment,2759,less_than100,greater_than7,2,male-single,none,4,building_society/savings_agreement/life_insurance,34,none,own,2,skilled_employee/official,1,no,no,good
353,less_than0,24,existing_dues_cleared_for_now,car_(new),4817,less_than100,4equalsless_than_and_less_than7,2,male-single,co-applicant,3,building_society/savings_agreement/life_insurance,31,none,own,1,skilled_employee/official,1,yes,no,bad
354,no_checking_account,24,existing_dues_cleared_for_now,car_(used),2679,less_than100,less_than1,4,female-divorced/separated/married,none,1,unknown/no_property,29,none,own,1,management/self-employed/highly_qualified/officer,1,yes,no,good
355,less_than0,12,existing_dues_cleared_for_now,car_(used),3386,less_than100,greater_than7,3,male-single,none,4,unknown/no_property,35,none,for_free,1,skilled_employee/official,1,yes,no,bad
356,less_than0,6,existing_dues_cleared_for_now,domestic_appliances,343,less_than100,less_than1,4,female-divorced/separated/married,none,1,real_estate,27,none,own,1,skilled_employee/official,1,no,no,good
357,no_checking_account,18,existing_dues_cleared_for_now,radio/television,4594,less_than100,less_than1,3,male-single,none,2,car_or_other,32,none,own,1,skilled_employee/official,1,yes,no,good
358,less_than0,36,existing_dues_cleared_for_now,furniture/equipment,3620,less_than100,1equalsless_than_and_less_than4,1,male-single,guarantor,2,building_society/savings_agreement/life_insurance,37,none,own,1,skilled_employee/official,2,no,no,good
359,less_than0,15,existing_dues_cleared_for_now,car_(new),1721,less_than100,less_than1,2,male-single,none,3,real_estate,36,none,own,1,skilled_employee/official,1,no,no,good
360,0equalsless_than_and_less_than200,12,existing_dues_cleared_for_now,furniture/equipment,3017,less_than100,less_than1,3,female-divorced/separated/married,none,1,real_estate,34,none,rent,1,management/self-employed/highly_qualified/officer,1,no,no,good
361,0equalsless_than_and_less_than200,12,existing_dues_cleared_for_now,retraining,754,unknown_or_no_savings_account,greater_than7,4,male-single,none,4,building_society/savings_agreement/life_insurance,38,none,own,2,skilled_employee/official,1,no,no,good
362,no_checking_account,18,existing_dues_cleared_for_now,business,1950,less_than100,4equalsless_than_and_less_than7,4,male-single,none,1,car_or_other,34,stores,own,2,skilled_employee/official,1,yes,no,good
363,less_than0,24,existing_dues_cleared_for_now,car_(used),2924,less_than100,1equalsless_than_and_less_than4,3,male-single,guarantor,4,unknown/no_property,63,bank,own,1,skilled_employee/official,2,yes,no,good
364,less_than0,24,delay_in_paying_off,radio/television,1659,less_than100,less_than1,4,female-divorced/separated/married,none,2,car_or_other,29,none,rent,1,unskilled-resident,1,yes,no,bad
365,no_checking_account,48,delay_in_paying_off,radio/television,7238,unknown_or_no_savings_account,greater_than7,3,male-single,none,3,car_or_other,32,bank,own,2,skilled_employee/official,2,no,no,good
366,no_checking_account,24,delay_in_paying_off,car_(used),4679,less_than100,4equalsless_than_and_less_than7,3,male-single,none,3,car_or_other,35,none,own,2,unskilled-resident,1,yes,no,good
367,0equalsless_than_and_less_than200,24,existing_dues_cleared_for_now,radio/television,3092,100equalsless_than_and_less_than500,less_than1,3,male-married/widowed,none,2,car_or_other,22,none,rent,1,skilled_employee/official,1,yes,no,bad
368,less_than0,9,existing_dues_cleared_for_now,car_(new),654,less_than100,1equalsless_than_and_less_than4,4,male-single,none,3,car_or_other,28,none,own,1,unskilled-resident,1,no,no,bad
369,no_checking_account,6,existing_dues_cleared_for_now,retraining,1238,unknown_or_no_savings_account,unemployed,4,male-single,none,4,building_society/savings_agreement/life_insurance,36,none,own,1,management/self-employed/highly_qualified/officer,2,yes,no,good
370,0equalsless_than_and_less_than200,18,critical_account,radio/television,1245,less_than100,1equalsless_than_and_less_than4,4,male-married/widowed,none,2,car_or_other,33,none,own,1,skilled_employee/official,1,no,no,bad
371,no_checking_account,39,existing_dues_cleared_for_now,car_(used),2569,500equalsless_than_and_less_than1000,1equalsless_than_and_less_than4,4,male-single,none,4,car_or_other,24,none,own,1,skilled_employee/official,1,no,no,good
372,0equalsless_than_and_less_than200,12,existing_dues_cleared_for_now,business,1037,100equalsless_than_and_less_than500,4equalsless_than_and_less_than7,3,male-single,none,4,real_estate,39,none,own,1,unskilled-resident,1,no,no,good
373,less_than0,15,critical_account,furniture/equipment,1478,less_than100,greater_than7,4,male-single,none,4,car_or_other,44,none,own,2,skilled_employee/official,2,yes,no,good
374,0equalsless_than_and_less_than200,12,critical_account,radio/television,3573,less_than100,1equalsless_than_and_less_than4,1,female-divorced/separated/married,none,1,real_estate,23,none,own,1,unskilled-resident,1,no,no,good
375,less_than0,30,existing_dues_cleared_for_now,furniture/equipment,3622,greater_than1000,greater_than7,4,female-divorced/separated/married,none,4,building_society/savings_agreement/life_insurance,57,none,rent,2,skilled_employee/official,1,yes,no,good
376,no_checking_account,15,delay_in_paying_off,furniture/equipment,960,greater_than1000,4equalsless_than_and_less_than7,3,female-divorced/separated/married,none,2,building_society/savings_agreement/life_insurance,30,none,own,2,skilled_employee/official,1,no,no,good
377,no_checking_account,12,critical_account,car_(new),1163,500equalsless_than_and_less_than1000,1equalsless_than_and_less_than4,4,male-single,none,4,real_estate,44,none,own,1,skilled_employee/official,1,yes,no,good
378,no_checking_account,24,existing_dues_cleared_for_now,car_(new),3757,less_than100,greater_than7,4,female-divorced/separated/married,co-applicant,4,unknown/no_property,62,none,for_free,1,skilled_employee/official,1,yes,no,good
379,no_checking_account,10,existing_dues_cleared_for_now,car_(new),1418,100equalsless_than_and_less_than500,1equalsless_than_and_less_than4,3,male-single,none,2,real_estate,35,none,rent,1,unskilled-resident,1,no,yes,good
380,no_checking_account,6,existing_dues_cleared_for_now,car_(new),3518,less_than100,1equalsless_than_and_less_than4,2,male-single,guarantor,3,building_society/savings_agreement/life_insurance,26,none,rent,1,skilled_employee/official,1,no,no,good
381,no_checking_account,12,critical_account,radio/television,1934,less_than100,greater_than7,2,male-single,none,2,unknown/no_property,26,none,own,2,skilled_employee/official,1,no,no,good
382,0equalsless_than_and_less_than200,27,none_taken/all_dues_cleared,business,8318,less_than100,greater_than7,2,female-divorced/separated/married,none,4,unknown/no_property,42,none,for_free,2,management/self-employed/highly_qualified/officer,1,yes,no,bad
383,no_checking_account,6,critical_account,radio/television,1237,100equalsless_than_and_less_than500,1equalsless_than_and_less_than4,1,female-divorced/separated/married,none,1,building_society/savings_agreement/life_insurance,27,none,own,2,skilled_employee/official,1,no,no,good
384,0equalsless_than_and_less_than200,6,existing_dues_cleared_for_now,radio/television,368,unknown_or_no_savings_account,greater_than7,4,male-single,none,4,building_society/savings_agreement/life_insurance,38,none,own,1,skilled_employee/official,1,no,no,good
385,less_than0,12,critical_account,car_(new),2122,less_than100,1equalsless_than_and_less_than4,3,male-single,none,2,real_estate,39,none,rent,2,unskilled-resident,2,no,yes,good
386,less_than0,24,existing_dues_cleared_for_now,furniture/equipment,2996,unknown_or_no_savings_account,1equalsless_than_and_less_than4,2,male-married/widowed,none,4,car_or_other,20,none,own,1,skilled_employee/official,1,no,no,bad
387,0equalsless_than_and_less_than200,36,existing_dues_cleared_for_now,furniture/equipment,9034,100equalsless_than_and_less_than500,less_than1,4,male-single,co-applicant,1,unknown/no_property,29,none,rent,1,management/self-employed/highly_qualified/officer,1,yes,no,bad
388,no_checking_account,24,critical_account,furniture/equipment,1585,less_than100,4equalsless_than_and_less_than7,4,male-single,none,3,building_society/savings_agreement/life_insurance,40,none,own,2,skilled_employee/official,1,no,no,good
389,0equalsless_than_and_less_than200,18,existing_dues_cleared_for_now,radio/television,1301,less_than100,greater_than7,4,male-married/widowed,guarantor,2,real_estate,32,none,own,1,unskilled-resident,1,no,no,good
390,less_than0,24,existing_dues_cleared_for_now,car_(new),3123,less_than100,less_than1,4,female-divorced/separated/married,none,1,building_society/savings_agreement/life_insurance,27,none,own,1,skilled_employee/official,1,no,no,bad
391,less_than0,36,existing_dues_cleared_for_now,car_(used),5493,less_than100,greater_than7,2,male-single,none,4,unknown/no_property,42,none,for_free,1,skilled_employee/official,2,no,no,good
392,greater_than200,9,existing_dues_cleared_for_now,radio/television,1126,100equalsless_than_and_less_than500,greater_than7,2,male-divorced/separated,none,4,real_estate,49,none,own,1,skilled_employee/official,1,no,no,good
393,0equalsless_than_and_less_than200,24,critical_account,radio/television,1216,100equalsless_than_and_less_than500,less_than1,4,male-single,none,4,unknown/no_property,38,bank,own,2,skilled_employee/official,2,no,no,bad
394,less_than0,24,existing_dues_cleared_for_now,car_(new),1207,less_than100,less_than1,4,female-divorced/separated/married,none,4,building_society/savings_agreement/life_insurance,24,none,rent,1,skilled_employee/official,1,no,no,bad
395,greater_than200,15,critical_account,car_(used),2360,500equalsless_than_and_less_than1000,1equalsless_than_and_less_than4,2,male-single,none,2,car_or_other,36,none,own,1,skilled_employee/official,1,yes,no,good
396,no_checking_account,24,existing_dues_cleared_for_now,radio/television,1413,less_than100,1equalsless_than_and_less_than4,4,male-married/widowed,none,2,building_society/savings_agreement/life_insurance,28,none,own,1,skilled_employee/official,1,no,no,good
397,no_checking_account,39,existing_dues_cleared_for_now,car_(used),8588,100equalsless_than_and_less_than500,greater_than7,4,male-single,none,2,car_or_other,45,none,own,1,management/self-employed/highly_qualified/officer,1,yes,no,good
398,less_than0,12,existing_dues_cleared_for_now,car_(new),759,less_than100,4equalsless_than_and_less_than7,4,male-single,none,2,real_estate,26,none,own,1,skilled_employee/official,1,no,no,bad
399,no_checking_account,36,existing_dues_cleared_for_now,car_(used),4686,less_than100,1equalsless_than_and_less_than4,2,male-single,none,2,unknown/no_property,32,none,for_free,1,management/self-employed/highly_qualified/officer,1,yes,no,good
400,greater_than200,15,existing_dues_cleared_for_now,business,2687,less_than100,4equalsless_than_and_less_than7,2,male-single,none,4,building_society/savings_agreement/life_insurance,26,none,rent,1,skilled_employee/official,1,yes,no,good
401,no_checking_account,24,existing_dues_cleared_for_now,car_(new),2255,unknown_or_no_savings_account,less_than1,4,male-single,none,1,building_society/savings_agreement/life_insurance,54,none,own,1,skilled_employee/official,1,no,no,good
402,less_than0,6,critical_account,car_(new),1361,less_than100,less_than1,2,male-single,none,4,real_estate,40,none,own,1,unskilled-resident,2,no,yes,good
403,no_checking_account,36,critical_account,furniture/equipment,7127,less_than100,less_than1,2,female-divorced/separated/married,none,4,building_society/savings_agreement/life_insurance,23,none,rent,2,skilled_employee/official,1,yes,no,bad
404,less_than0,6,existing_dues_cleared_for_now,car_(new),1203,100equalsless_than_and_less_than500,greater_than7,3,male-single,none,2,building_society/savings_agreement/life_insurance,43,none,own,1,skilled_employee/official,1,yes,no,good
405,no_checking_account,6,critical_account,radio/television,700,unknown_or_no_savings_account,greater_than7,4,male-single,none,4,unknown/no_property,36,none,for_free,2,skilled_employee/official,1,no,no,good
406,less_than0,18,existing_dues_cleared_for_now,radio/television,3190,less_than100,1equalsless_than_and_less_than4,2,female-divorced/separated/married,none,2,real_estate,24,none,own,1,skilled_employee/official,1,no,no,bad
407,less_than0,48,none_taken/all_dues_cleared,furniture/equipment,7119,less_than100,1equalsless_than_and_less_than4,3,male-single,none,4,unknown/no_property,53,none,for_free,2,skilled_employee/official,2,no,no,bad
408,0equalsless_than_and_less_than200,18,existing_dues_cleared_for_now,radio/television,1113,less_than100,1equalsless_than_and_less_than4,4,female-divorced/separated/married,guarantor,4,real_estate,26,none,own,1,unskilled-resident,2,no,no,good
409,0equalsless_than_and_less_than200,26,existing_dues_cleared_for_now,car_(used),7966,less_than100,less_than1,2,male-single,none,3,car_or_other,30,none,own,2,skilled_employee/official,1,no,no,good
410,no_checking_account,4,critical_account,radio/television,1503,less_than100,4equalsless_than_and_less_than7,2,male-single,none,1,real_estate,42,none,own,2,unskilled-resident,2,no,no,good
411,less_than0,36,existing_dues_cleared_for_now,radio/television,2302,less_than100,1equalsless_than_and_less_than4,4,male-divorced/separated,none,4,car_or_other,31,none,rent,1,skilled_employee/official,1,no,no,bad
412,less_than0,6,existing_dues_cleared_for_now,car_(new),662,less_than100,less_than1,3,male-single,none,4,real_estate,41,none,own,1,unskilled-resident,2,yes,no,good
413,0equalsless_than_and_less_than200,36,existing_dues_cleared_for_now,education,2273,less_than100,4equalsless_than_and_less_than7,3,male-single,none,1,car_or_other,32,none,own,2,skilled_employee/official,2,no,no,good
414,0equalsless_than_and_less_than200,15,existing_dues_cleared_for_now,car_(new),2631,100equalsless_than_and_less_than500,1equalsless_than_and_less_than4,2,female-divorced/separated/married,none,4,car_or_other,28,none,rent,2,skilled_employee/official,1,yes,no,bad
415,no_checking_account,12,delay_in_paying_off,car_(used),1503,less_than100,1equalsless_than_and_less_than4,4,male-married/widowed,none,4,real_estate,41,none,rent,1,skilled_employee/official,1,no,no,good
416,no_checking_account,24,existing_dues_cleared_for_now,radio/television,1311,100equalsless_than_and_less_than500,4equalsless_than_and_less_than7,4,male-married/widowed,none,3,building_society/savings_agreement/life_insurance,26,none,own,1,skilled_employee/official,1,yes,no,good
